,ID,Age,Birthdate,Birthdate__precision
15069,Mood,,,
15070,Mood,,,
15071,MooGoong,,,
15072,MooJin,25,1998-04-09,1
15073,MooJin,25,1998-04-09,1
15074,moolchael,,,
15075,Mooloo,,,
15076,mooN,,,
15077,Moon,,,
15078,MooN,,,
15079,MooN,,,
15080,Moon,,,
15081,Moon,,,
15082,Moon,27,1995-09-01,1
15083,Moon,27,1995-09-01,1
15084,Moon,28,1995-01-06,1
15085,Moon Prince,19,2003-11-25,1
15086,Moon Prince,19,2003-11-25,1
15087,MoonBlack,27,1996-07-19,1
15088,MoonBlack,27,1996-07-19,1
15089,MoonBlack,27,1996-07-19,1
15090,Moonboy,27,1996-04-03,1
15091,MooNIX,,,
15092,Moonlight,,,
15093,Moonlight,,,
15094,MoonScar,,,
15095,MoonScar,,,
15096,MoonX,,,
15097,Moopz,31,1992-06-15,1
15098,Moopz,31,1992-06-15,1
15099,Moose,,,
15100,Moose,,,
15101,moose breeder,,,
15102,MooseHater,22,2001-01-01,1
15103,MooseHater,22,2001-01-01,1
15104,Moosey,,,
15105,Moozi,,,
15106,Mopato,,,
15107,Mor,30,1993-01-18,1
15108,Mor,30,1993-01-18,1
15109,Mor,30,1993-01-18,1
15110,Mor,30,1993-01-18,1
15111,Mor1s,,,
15112,Mor1s,,,
15113,Mora,,,
15114,MorbidlyABeast,,,
15115,Morden,,,
15116,Morden,,,
15117,Mordery,,,
15118,Mordio,,,
15119,More,,,
15120,Morfarius,19,2003-09-12,1
15121,Morg,,,
15122,Morg,,,
15123,Morgan,21,2001-09-26,1
15124,MorganCasts,22,2001-06-30,1
15125,MorganCasts,22,2001-06-30,1
15126,Morgen,,,
15127,Morgul,,,
15128,Morgul,,,
15129,Mori,,,
15130,Mori,,,
15131,Mori,35,1988-05-09,1
15132,Morning,27,1995-10-23,1
15133,Morning,27,1995-10-23,1
15134,Morning,28,1994-08-08,1
15135,Moro,28,1995-03-28,1
15136,Moroxito,,,
15137,Morpheus,,,
15138,Morsu,28,1994-10-12,1
15139,Mortal,25,1997-09-22,1
15140,Mortal,32,1991-06-05,1
15141,Mortar,22,2000-11-02,1
15142,Mortifer,,,
15143,Mortifer,,,
15144,Mortify,,,
15145,mortred,,,
15146,mortred,,,
15147,Mortsche,25,1998-05-04,1
15148,Mortsche,25,1998-05-04,1
15149,Morttheus,,,
15150,Mortuario,24,1999-02-17,1
15151,MortySporty,25,1998-02-04,1
15152,Moryo,,,
15153,Moshi,,,
15154,MoSiTing,,,
15155,MoSiTing,,,
15156,MoSiTing,,,
15157,Moss,,,
15158,Moss,,,
15159,Mostrito,,,
15160,Moswarm,28,1995-07-18,1
15161,Motive,22,2001-01-08,1
15162,Moto,20,2003-03-30,1
15163,Motorcito,,,
15164,Motorcito,,,
15165,Motroco,35,1987-09-03,1
15166,Mountain,28,1995-02-22,1
15167,MounTain,30,1992-10-08,1
15168,MounTain,30,1992-10-08,1
15169,Mouse,26,1996-10-08,1
15170,Mousty,,,
15171,Moutarde,,,
15172,Moutarde,,,
15173,Move,29,1994-07-21,1
15174,Move,29,1994-07-21,1
15175,Moving,,,
15176,Mowarth,30,1993-04-02,1
15177,Mowgli,25,1998-04-14,1
15178,Mowgli,25,1998-04-14,1
15179,Mowwii,,,
15180,Mowwii,,,
15181,Mowzassa,,,
15182,Mowzassa,,,
15183,Moxokx,,,
15184,Moxokx,,,
15185,Moya,,,
15186,Moya,,,
15187,moyan,20,2002-08-02,1
15188,moyan,20,2002-08-02,1
15189,Moyashi,28,1994-07-29,1
15190,Moyashi,28,1994-07-29,1
15191,Moyashi,28,1994-07-29,1
15192,Moyashi,28,1994-07-29,1
15193,Moyashi,28,1994-07-29,1
15194,Moyu,25,1997-08-23,1
15195,Moyu,25,1997-08-23,1
15196,Mozart,,,
15197,Mozart,,,
15198,Mozilla,31,1992-05-08,1
15199,Mr 0g0,,,
15200,Mr2,,,
15201,MrBanaBeer,,,
15202,MrBaneBlade,,,
15203,Mrbotellin,,,
15204,mrcvl,26,1997-04-05,1
15205,mrcvl,26,1997-04-05,1
15206,MrDerpyPotato,,,
15207,MrDerpyPotato,,,
15208,MrFrango,,,
15209,MrFreezed,20,2002-08-16,1
15210,MrHawk,,,
15211,MrHB,21,2002-04-18,1
15212,MrHB,21,2002-04-18,1
15213,MrKiwiism,24,1999-02-05,1
15214,MrLemon,,,
15215,MrLemon,,,
15216,MrLemon,,,
15217,mrlonely,,,
15218,MrMemox,,,
15219,MrMiks,21,2001-09-04,1
15220,MrMiks,21,2001-09-04,1
15221,MrMiks,21,2001-09-04,1
15222,MrMimo,,,
15223,MrNefarious,,,
15224,Mrozku,18,2004-12-24,1
15225,MrPhant0m,17,2005-09-30,1
15226,MrProxi,,,
15227,MrProxi,,,
15228,MrRallez,26,1996-10-13,1
15229,MrSaltt,,,
15230,MrSleepzz,28,1995-01-20,1
15231,MrWilson,,,
15232,MrWilson,,,
15233,MrWilson,,,
15234,Mrwish,,,
15235,MT,,,
15236,MT,,,
15237,MT,,,
15238,mT,21,2001-10-09,1
15239,mT,21,2001-10-09,1
15240,MT6E,,,
15241,Mtnops,,,
15242,Mtnops,,,
15243,Muak Muak,,,
15244,Mudblaster,,,
15245,Mueki,31,1992-06-20,1
15246,Mueki,31,1992-06-20,1
15247,Muffadito,,,
15248,Muffinhawker,,,
15249,Muffinqt,30,1992-09-17,1
15250,Mugoon,,,
15251,Mugoon,,,
15252,Mui,,,
15253,Muito,,,
15254,Muja,20,2002-12-05,1
15255,Muka,,,
15256,Mules,23,1999-08-10,1
15257,Mulgae,18,2004-12-12,1
15258,MultiTasker,,,
15259,Multy,26,1997-01-07,1
15260,mumek,,,
15261,MuMu,,,
15262,mumus100,25,1997-10-22,1
15263,mumus100,25,1997-10-22,1
15264,Mun,,,
15265,Mun,,,
15266,Mun Harashi,31,1991-10-06,1
15267,Mun Harashi,31,1991-10-06,1
15268,Munchables,31,1992-03-07,1
15269,Munchy,18,2004-10-08,1
15270,Munchy,18,2004-10-08,1
15271,Munckizz,27,1996-07-16,1
15272,Munet,24,1999-05-19,1
15273,Munian,,,
15274,Munian,,,
15275,Munkholm,,,
15276,Munkholm,,,
15277,Murawodo,,,
15278,Murci,,,
15279,Murdoc,,,
15280,Murier,23,1999-11-07,1
15281,Murier,23,1999-11-07,1
15282,Murillo,26,1996-10-20,1
15283,Murillo,26,1996-10-20,1
15284,Murloc,27,1996-03-12,1
15285,Murloc,27,1996-03-12,1
15286,Murmel,,,
15287,Murph,,,
15288,Muru,21,2002-01-04,1
15289,MUS,,,
15290,Muscle,,,
15291,Museong,25,1997-10-09,1
15292,Museong,25,1997-10-09,1
15293,Museong,25,1997-10-09,1
15294,Mush,,,
15295,Mush,,,
15296,Mush,,,
15297,Mush,,,
15298,Mushroom,28,1995-06-19,1
15299,Music,23,2000-02-03,1
15300,Music,23,2000-02-03,1
15301,Muska,27,1996-03-31,1
15302,Mussiah,,,
15303,MustFaceCheck,,,
15304,Muszyn,,,
15305,Mutant,,,
15306,Mutant,,,
15307,Mutatie,,,
15308,Muter,23,1999-09-01,1
15309,Muter,23,1999-09-01,1
15310,Mutes,42,1981-06-11,1
15311,Mutra,,,
15312,Mutton,,,
15313,Muugi,,,
15314,Muvert,37,1986-06-14,1
15315,Muwa,23,1999-12-14,1
15316,Muyi,,,
15317,Muzyura,,,
15318,Mvt,25,1998-04-12,1
15319,MwF,,,
15320,MwF,,,
15321,MxDragon,24,1999-04-02,1
15322,MxDragon,24,1999-04-02,1
15323,Mxe,,,
15324,Mxe,,,
15325,mxx,,,
15326,My name is luke,,,
15327,Myaiachii,24,1999-05-28,1
15328,MyCash,,,
15329,Myckio,,,
15330,MyCurse,,,
15331,MyDog II,,,
15332,MyDog II,,,
15333,Myeong In,21,2001-08-13,1
15334,MyGyo,,,
15335,myha,,,
15336,Mykey,22,2001-05-11,1
15337,Mykey,22,2001-05-11,1
15338,Mykilu,,,
15339,MyLittlePony,31,1992-02-12,1
15340,MyLittlePony,31,1992-02-12,1
15341,Mylixia,,,
15342,Mylon,,,
15343,Myloo,,,
15344,Mynemosyn,30,1993-07-11,1
15345,Mynemosyn,30,1993-07-11,1
15346,myra,23,1999-09-02,1
15347,myra,23,1999-09-02,1
15348,Myrmidon,,,
15349,Myrtus,17,2005-10-11,1
15350,Myrwn,20,2003-06-13,1
15351,MystEarth,,,
15352,MystEarth,,,
15353,MystEarth,,,
15354,Mysterias,,,
15355,Mystic,,,
15356,Mystic,28,1995-01-08,1
15357,MysticYikes,,,
15358,Mystik,25,1998-01-10,1
15359,Mystiques,26,1997-03-01,1
15360,Mystiques,26,1997-03-01,1
15361,Mystr,,,
15362,Mysun,,,
15363,Mysun,,,
15364,Mytant,,,
15365,Mytant,,,
15366,Mytant,,,
15367,Mytant,,,
15368,Myth,20,2003-01-17,1
15369,Myth,20,2003-01-17,1
15370,Mytheos,26,1996-08-28,1
15371,Myths,,,
15372,Mytka,,,
15373,Myuseru,,,
15374,Myuseru,,,
15375,Myuumi,21,2002-07-03,1
15376,Myuumi,21,2002-07-03,1
15377,Myw,27,1995-09-12,1
15378,Mιlos,23,1999-11-29,1
15379,Mιlos,23,1999-11-29,1
15380,Mιlos,23,1999-11-29,1
15381,N N,,,
15382,N N,,,
15383,N N,,,
15384,N0body,,,
15385,N0body,,,
15386,N0name,,,
15387,N0name,,,
15388,N3kY,,,
15389,N3znamy,,,
15390,N4v1n,,,
15391,Na Kyung,20,2002-10-23,1
15392,Na Kyung,20,2002-10-23,1
15393,Na Kyung,20,2002-10-23,1
15394,Na Kyung,20,2002-10-23,1
15395,naA07I,,,
15396,Naaage,,,
15397,Naak Nako,,,
15398,Naas,,,
15399,naau,,,
15400,Nabi,,,
15401,Nabs,,,
15402,Nabs,23,1999-12-18,1
15403,Nabs,23,1999-12-18,1
15404,Nachittus,29,1993-10-18,1
15405,Nacho,,,
15406,naclyguy,25,1997-08-07,1
15407,naclyguy,25,1997-08-07,1
15408,Nad,,,
15409,NADA,29,1993-10-01,1
15410,NADA,29,1993-10-01,1
15411,Nado,,,
15412,Nadro,21,2002-01-16,1
15413,Nadsat,,,
15414,nae,,,
15415,nae,,,
15416,Naehyun,27,1996-02-07,1
15417,Naehyun,27,1996-02-07,1
15418,Naehyun,27,1996-02-07,1
15419,Naelynn,,,
15420,Naelynn,,,
15421,NaeMisa,,,
15422,Nafkelah,20,2002-11-13,1
15423,Nafkelah,20,2002-11-13,1
15424,NaFT,,,
15425,NaFT,,,
15426,Naga,,,
15427,Naga,,,
15428,Naga,,,
15429,Nagi,,,
15430,Nagi,,,
15431,Nagisa,,,
15432,Nagisa,,,
15433,Nagne,28,1994-09-04,1
15434,Nagoya,,,
15435,Naguita,,,
15436,Nahcolite,,,
15437,Nahcolite,,,
15438,Nahcolite,,,
15439,Nahcolite,,,
15440,Nahcolite,,,
15441,Nahovsky,30,1993-05-16,1
15442,naifen,,,
15443,Naijik,,,
15444,Nailao,,,
15445,Naimiria,,,
15446,NaiNa,,,
15447,Nainess,,,
15448,naiti,,,
15449,naiti,,,
15450,Naitz,,,
15451,naiyou,,,
15452,Najebbi,20,2002-10-06,1
15453,Naka,,,
15454,Nakar,19,2003-08-01,1
15455,Naked,,,
15456,Nakhla,,,
15457,Nakhla,,,
15458,Nakhla,,,
15459,Nakhla,,,
15460,Nakhla,,,
15461,Nakji,26,1996-09-14,1
15462,Nako,,,
15463,Nakuteiken,,,
15464,Nalan,25,1998-06-29,1
15465,Nalan,25,1998-06-29,1
15466,Nallari,,,
15467,Nalu,,,
15468,Namakemono,,,
15469,Namakemono,,,
15470,Namakemono,,,
15471,Namakemono,,,
15472,Name,26,1997-05-07,1
15473,NaMei,30,1993-05-04,1
15474,NaMei,30,1993-05-04,1
15475,NaMei,30,1993-05-04,1
15476,NaMei,30,1993-05-04,1
15477,NaMei,30,1993-05-04,1
15478,Nameless,,,
15479,Nameless,21,2001-11-29,1
15480,Namex,,,
15481,Namex,24,1999-02-06,1
15482,Namgung,19,2003-10-03,1
15483,Namwen,,,
15484,Nan0,19,2004-01-25,1
15485,Nan0,19,2004-01-25,1
15486,Nan0,19,2004-01-25,1
15487,Nana,,,
15488,Nana,,,
15489,NaNa,25,1998-01-24,1
15490,NaNa,25,1998-01-24,1
15491,Nana7,,,
15492,Nanaue,,,
15493,NanCheon,24,1999-01-29,1
15494,NanCheon,24,1999-01-29,1
15495,Nandisko,,,
15496,Nandisko,,,
15497,Nando,,,
15498,Nani,,,
15499,Naniinaa,21,2001-07-28,1
15500,Nano,,,
15501,Nano,,,
15502,Nano,,,
15503,Nano,26,1996-10-08,1
15504,Nano,26,1996-10-08,1
15505,NanoStrqfe,,,
15506,Nanouk,32,1990-11-06,1
15507,Nantes,,,
15508,Nanyang,19,2003-10-05,1
15509,nanzhu,25,1998-01-23,1
15510,nanzhu,25,1998-01-23,1
15511,Nap,26,1997-01-29,1
15512,Nap,26,1997-01-29,1
15513,Napo,,,
15514,Napo,,,
15515,Napo,,,
15516,Napo,,,
15517,Nappon,29,1994-06-04,1
15518,Nappy,,,
15519,napraen,,,
15520,Narama,,,
15521,Narama,,,
15522,Nardeus,,,
15523,Nardeus,,,
15524,Nardoš,,,
15525,Narkuss,,,
15526,Naros,,,
15527,Narttaker,,,
15528,Narttaker,,,
15529,Naru,,,
15530,Naru,26,1996-08-27,1
15531,Narukami,,,
15532,Narukya,,,
15533,Narukya,,,
15534,Naruterador,30,1993-06-23,1
15535,Naruto,,,
15536,Naruto,,,
15537,Naruto,,,
15538,Nary,,,
15539,Naryn,,,
15540,Naryt,31,1991-08-14,1
15541,Naryt,31,1991-08-14,1
15542,Nascent,,,
15543,NasesUyno,30,1992-12-16,1
15544,NasesUyno,30,1992-12-16,1
15545,Nash,,,
15546,Nash,,,
15547,Nash,,,
15548,Nash1c,25,1998-01-28,1
15549,Nash1c,25,1998-01-28,1
15550,Nash1c,25,1998-01-28,1
15551,Nashejkz,20,2002-10-09,1
15552,Nashejkz,20,2002-10-09,1
15553,Nashejkz,20,2002-10-09,1
15554,Nasher,,,
15555,NaSoMaNiAC,31,1992-05-05,1
15556,NaSoMaNiAC,31,1992-05-05,1
15557,NaSoMaNiAC,31,1992-05-05,1
15558,Nasser,24,1998-11-18,1
15559,Nassic,30,1992-09-11,1
15560,Nassic,30,1992-09-11,1
15561,NastickK,26,1996-09-25,1
15562,Nasut,,,
15563,Nata,,,
15564,NaTa,,,
15565,Nata,,,
15566,Nata,,,
15567,Natalie,22,2000-11-09,1
15568,Nate,,,
15569,Nate,,,
15570,Nate,,,
15571,Nate,,,
15572,Nathell,26,1997-01-02,1
15573,Natiix,20,2002-11-11,1
15574,natreB,18,2004-09-04,1
15575,Natsuki,29,1994-05-06,1
15576,Natsuki,29,1994-05-06,1
15577,Natsume,,,
15578,Natsume,,,
15579,NattiWatch,,,
15580,Natu,24,1999-07-16,1
15581,Natu,24,1999-07-16,1
15582,Natur3,,,
15583,Natur3,,,
15584,Naty,,,
15585,Natz,,,
15586,Natz,,,
15587,Natz,,,
15588,Naughts,,,
15589,Naul,24,1998-07-27,1
15590,Naul,24,1998-07-27,1
15591,Nausicaa,,,
15592,Navarra,,,
15593,Navatar,20,2002-11-20,1
15594,Navi,,,
15595,Navio,23,1999-12-20,1
15596,Navy,,,
15597,Nawa,,,
15598,Nawaf,21,2002-03-20,1
15599,Naxfer,,,
15600,Naxyy,,,
15601,Naxyy,,,
15602,Naxyy,,,
15603,Naya,,,
15604,Naya,,,
15605,Naya,,,
15606,Nayks,29,1994-01-19,1
15607,Nayks,29,1994-01-19,1
15608,Naymore,20,2003-04-12,1
15609,Nayuki,,,
15610,Nayuki,,,
15611,Nayuki,,,
15612,Naz,22,2001-06-25,1
15613,Naz,29,1993-12-01,1
15614,Nazgul,22,2000-10-04,1
15615,Nazrat,19,2003-07-28,1
15616,Nazrat,19,2003-07-28,1
15617,nBeezy,,,
15618,Nbs,32,1990-08-13,1
15619,Nbs,32,1990-08-13,1
15620,Ncsk,20,2003-01-10,1
15621,Nct,,,
15622,Neadz,19,2004-05-28,1
15623,Near,,,
15624,Near,,,
15625,Near,,,
15626,Near,25,1997-10-24,1
15627,Near,25,1997-10-24,1
15628,Nearly,,,
15629,Neat,,,
15630,Nebraska,25,1998-06-06,1
15631,Nebraska,25,1998-06-06,1
15632,Nebula,,,
15633,neca247,,,
15634,neca247,,,
15635,neca247,,,
15636,Necro,,,
15637,Necro,,,
15638,Necro,,,
15639,Necromartin,28,1995-07-17,1
15640,Necromartin,28,1995-07-17,1
15641,Nectaar,,,
15642,Nedara,,,
15643,Nedge,,,
15644,Nedge,,,
15645,Neeck,,,
15646,Neephesto,,,
15647,Neephesto,,,
15648,Neerui,,,
15649,Negativve,33,1990-06-05,1
15650,NegroNE,,,
15651,Nei,,,
15652,Neiman,28,1994-08-09,1
15653,Neimless,20,2002-07-28,1
15654,Neimless,20,2002-07-28,1
15655,Neimless,20,2002-07-28,1
15656,Neith,,,
15657,Neithan,,,
15658,NEkaton,,,
15659,Nekhazten,24,1999-01-30,1
15660,Nekhazten,24,1999-01-30,1
15661,Neki,27,1995-11-18,1
15662,nekitivus,,,
15663,nekitivus,,,
15664,Neko,,,
15665,Neko,,,
15666,Neko,,,
15667,Neko,,,
15668,Neko Your God,,,
15669,Neko Your God,,,
15670,Nekro,,,
15671,Nelo,,,
15672,Nelson,,,
15673,Nelson,,,
15674,Nelun,28,1994-11-11,1
15675,Nemesis,23,1999-07-26,1
15676,Nemesis,23,1999-07-26,1
15677,Nemesis9,,,
15678,Nemesis9,,,
15679,Nemesis9,,,
15680,Nemisy,,,
15681,Nemky,,,
15682,Nemo,23,2000-01-06,1
15683,Nemoh,23,1999-09-18,1
15684,Nemoh,23,1999-09-18,1
15685,Nene,,,
15686,Nene,,,
15687,Nene,,,
15688,Nenris,22,2001-06-28,1
15689,neny,19,2003-09-28,1
15690,Neo,23,1999-10-10,1
15691,Neo,23,1999-10-10,1
15692,Neo,25,1998-01-23,1
15693,Neo,25,1998-01-23,1
15694,Neo,25,1998-01-23,1
15695,Neo,25,1998-01-23,1
15696,Neo Damian,,,
15697,Neon,,,
15698,Neon,24,1999-04-24,1
15699,NeoS,24,1998-10-07,1
15700,Neos,24,1998-11-03,1
15701,NeoStar3,,,
15702,NeoStar3,,,
15703,NephAddie,,,
15704,Nepheryos,,,
15705,neptuNo,31,1992-02-12,1
15706,neptuNo,31,1992-02-12,1
15707,Neq,,,
15708,Ner0,27,1995-12-15,1
15709,Ner0,27,1995-12-15,1
15710,Nerakk,31,1991-12-18,1
15711,Neramin,,,
15712,Nerko,23,2000-07-02,1
15713,Nero,,,
15714,Nero,23,1999-08-24,1
15715,Nero,23,1999-08-24,1
15716,Nerrinel,,,
15717,Nerrinel,,,
15718,Nerrinel,,,
15719,Nerroh,26,1996-08-08,1
15720,Nerthu,,,
15721,NeruNeko,18,2005-04-08,1
15722,NeruNeko,18,2005-04-08,1
15723,Nervous,,,
15724,NerzhuL,,,
15725,NerzhuL,,,
15726,NerZul,,,
15727,Nesquik,,,
15728,nesrilaS,,,
15729,Ness,,,
15730,Ness,26,1996-08-16,1
15731,Ness,26,1996-08-16,1
15732,Nestea,23,1999-10-18,1
15733,nestuoso,23,1999-10-17,1
15734,Nesuty,24,1999-04-05,1
15735,Nesuty,24,1999-04-05,1
15736,Nesuty,24,1999-04-05,1
15737,Netuno,,,
15738,Neulbo,,,
15739,Neulbo,,,
15740,Neulu,21,2001-10-05,1
15741,Neulu,21,2001-10-05,1
15742,Nevan,25,1997-07-29,1
15743,Never,,,
15744,Never,,,
15745,Never,,,
15746,Never,,,
15747,Never Casual,,,
15748,Never Casual,,,
15749,Never Story,,,
15750,NeverbyJ1,,,
15751,nevermind,,,
15752,New,24,1998-09-01,1
15753,New,24,1998-09-01,1
15754,Newbert,,,
15755,Newbie,26,1997-01-16,1
15756,Newjack,,,
15757,NewMeHello,,,
15758,NewMeHello,,,
15759,Newt,25,1998-05-25,1
15760,Newt,25,1998-05-25,1
15761,Newto,27,1996-04-15,1
15762,NeXAbc,31,1992-01-18,1
15763,NeXAbc,31,1992-01-18,1
15764,Nexiq,,,
15765,Nexus,26,1997-03-03,1
15766,Nexzoy,,,
15767,Neyko,20,2002-09-23,1
15768,Neyko,20,2002-09-23,1
15769,Neylan,,,
15770,Neylan,25,1997-12-01,1
15771,Neyu,18,2005-05-07,1
15772,neyzz,,,
15773,Nezumi,,,
15774,Nhat Nguyen,34,1989-05-15,1
15775,Nhavilay,,,
15776,Nhavilay,,,
15777,Nhelv,,,
15778,Nia,23,2000-01-02,1
15779,Niarpex,,,
15780,Nias,23,1999-10-12,1
15781,Nibiria,,,
15782,Nice,21,2002-01-18,1
15783,Nice,21,2002-01-18,1
15784,Nice Bunz,,,
15785,Nice Guy Ben,23,1999-09-21,1
15786,Nice Guy Ben,23,1999-09-21,1
15787,Nice Guy Ben,23,1999-09-21,1
15788,Nice Guy Ben,23,1999-09-21,1
15789,Nice guy dom,,,
15790,Nice guy dom,,,
15791,NiceChompers,,,
15792,Nick,23,2000-05-25,1
15793,Nick,23,2000-05-25,1
15794,Nicker,,,
15795,Nicker,32,1991-01-23,1
15796,Nickey,23,1999-10-04,1
15797,Nickey,23,1999-10-04,1
15798,Nickich,,,
15799,Nickleaf,,,
15800,Nickleaf,,,
15801,Nickleaf,,,
15802,Nickstah,,,
15803,Nicktron,,,
15804,Nicktron,,,
15805,Nickwu,30,1992-07-25,1
15806,Nickwu,30,1992-07-25,1
15807,Niclouds,26,1997-03-06,1
15808,Nicodd,33,1990-04-07,1
15809,nicolaiy,,,
15810,nicolaiy,,,
15811,Nicolas Perez,24,1998-12-02,1
15812,Nicolas Perez,24,1998-12-02,1
15813,Nicolas Perez,24,1998-12-02,1
15814,Nicolico,,,
15815,Nicomando,28,1995-04-10,1
15816,nicosoccer11,,,
15817,nicosoccer11,,,
15818,NicoThePico,31,1992-02-07,1
15819,NicoThePico,31,1992-02-07,1
15820,Nidhogg,24,1999-05-28,1
15821,Nidhogg,24,1999-05-28,1
15822,Nido,,,
15823,Nido,,,
15824,Nido,,,
15825,Nido,,,
15826,Nien,29,1994-07-01,1
15827,Nien,29,1994-07-01,1
15828,Nien,29,1994-07-01,1
15829,Nien,29,1994-07-01,1
15830,Niero,,,
15831,Niero,,,
15832,Nieuczesana,,,
15833,Nifhel0rz,,,
15834,nigelf,,,
15835,Night,,,
15836,NighT,,,
15837,NighT,,,
15838,NighT,,,
15839,NighT,,,
15840,Night,19,2003-09-19,1
15841,Night,26,1997-02-19,1
15842,Night,26,1997-02-19,1
15843,Nightblue3,29,1993-07-31,1
15844,Nightcore,,,
15845,Nightfall,,,
15846,Nightfall,,,
15847,Nightfaller,,,
15848,Nighthawk,,,
15849,Nighthawk,,,
15850,Nightmares,26,1997-06-03,1
15851,Nightshade,,,
15852,Nightshade,,,
15853,Nightshare,29,1994-06-06,1
15854,Nightshare,29,1994-06-06,1
15855,Nightshare,29,1994-06-06,1
15856,NightSniper,,,
15857,Nightstar,21,2001-09-27,1
15858,niick,,,
15859,niinim,,,
15860,Nijhuis,26,1997-07-18,1
15861,Nijhuis,26,1997-07-18,1
15862,Nijhuis,26,1997-07-18,1
15863,Nik,23,1999-12-19,1
15864,Nika,,,
15865,Nika,,,
15866,Nika,,,
15867,Nika,,,
15868,Nike3,30,1993-01-15,1
15869,Niket,19,2003-11-26,1
15870,NikeZ,,,
15871,NikeZ,,,
15872,Niki,,,
15873,Niki,,,
15874,Niki,,,
15875,Niki,,,
15876,Niki,,,
15877,Niki,,,
15878,Niko,,,
15879,Niko,,,
15880,Niko,,,
15881,Niko,31,1992-05-04,1
15882,Niko3333,30,1993-02-02,1
15883,Nikola,,,
15884,Nikola,,,
15885,Nikola,,,
15886,Nikola,,,
15887,NikolasOne1,,,
15888,Nikolex,25,1997-10-25,1
15889,Nikolex,25,1997-10-25,1
15890,Niksan,,,
15891,Niksar,28,1994-09-24,1
15892,Niksar,28,1994-09-24,1
15893,Niksar,28,1994-09-24,1
15894,Niksis,24,1998-08-13,1
15895,Nilan,22,2001-04-06,1
15896,Nilemars,,,
15897,Nilemars,,,
15898,Niles,,,
15899,Niles,23,1999-08-06,1
15900,Nille,22,2000-08-16,1
15901,Nille,22,2000-08-16,1
15902,Nillo,,,
15903,Nillo,,,
15904,Nillo,,,
15905,Nilu,,,
15906,Nima,,,
15907,Nimb,21,2001-09-20,1
15908,Nimfo,,,
15909,Nimoe,,,
15910,Nimpozor,,,
15911,Nimrod,,,
15912,Nimrod,,,
15913,Nimrod,,,
15914,Nîmu,25,1997-11-11,1
15915,niN,,,
15916,Ninezin1,,,
15917,Ning,,,
15918,Ning,25,1998-03-12,1
15919,Ninja,,,
15920,Ninjaken,,,
15921,NinjaKiwi,19,2003-09-21,1
15922,Ninjaroni,,,
15923,NinjaSalad,,,
15924,NinjaSalad,,,
15925,Ninnin,,,
15926,Nino,17,2006-01-23,1
15927,Nino,27,1996-06-01,1
15928,Nino,27,1996-06-01,1
15929,Nino,27,1996-06-01,1
15930,Niño Palo,27,1995-11-25,1
15931,Niño Palo,27,1995-11-25,1
15932,Niño Rata,,,
15933,Ninten,,,
15934,Ninten,,,
15935,Ninten,,,
15936,Ninten,,,
15937,NintendudeX,27,1995-07-28,1
15938,NintendudeX,27,1995-07-28,1
15939,NintendudeX,27,1995-07-28,1
15940,Ninyamn,,,
15941,Ninyo,,,
15942,Nio,22,2000-11-07,1
15943,Nio,22,2000-11-07,1
15944,Niomode,24,1998-12-02,1
15945,Nios,,,
15946,Nipphu,28,1994-09-23,1
15947,Nippla,,,
15948,Nips,,,
15949,niQ,29,1994-05-11,1
15950,niQ,29,1994-05-11,1
15951,niQ,29,1994-05-11,1
15952,niQ,29,1994-05-11,1
15953,Níquel,25,1998-02-01,1
15954,Níquel,25,1998-02-01,1
15955,Nisbeth,28,1995-03-05,1
15956,Niseel,,,
15957,Nishikino,30,1992-10-14,1
15958,Nishikino,30,1992-10-14,1
15959,Nishkyu,24,1999-04-12,1
15960,Nishkyu,24,1999-04-12,1
15961,Nisker,,,
15962,Nisker,,,
15963,Nisker,,,
15964,Nisker,,,
15965,Nisqy,24,1998-07-28,1
15966,Nissa,,,
15967,Nissa,,,
15968,NiT Cesar,,,
15969,NiT Cesar,,,
15970,Nit3Star,,,
15971,Nite,25,1998-05-25,1
15972,Nith,,,
15973,Nithien,,,
15974,Nitinho,,,
15975,Nitjit,,,
15976,Niton,18,2004-12-25,1
15977,NitriX,26,1996-08-30,1
15978,nitro,,,
15979,nitro,,,
15980,NiuNai,,,
15981,Nivec,,,
15982,Nivelenn,23,2000-02-22,1
15983,Nivem,,,
15984,Niwrok,,,
15985,Nixerino,24,1999-03-22,1
15986,Nixerino,24,1999-03-22,1
15987,Nixwater,38,1985-06-09,1
15988,Nixwater,38,1985-06-09,1
15989,nJavo,21,2001-12-03,1
15990,NK Adonis,,,
15991,Nk Inc,,,
15992,NKoal,23,1999-12-31,1
15993,NL,28,1995-04-02,1
15994,NLEBigiBang,,,
15995,NLEBigiBang,,,
15996,NLgnz,,,
15997,Nnicky,23,1999-08-09,1
15998,nnnnn,,,
15999,nnnnn,,,
16000,nnnnn,,,
16001,nnnnn,,,
16002,NNS 1,,,
16003,NNS 1,,,
16004,NNS 1,,,
16005,NNS 1,,,
16006,NNS 1,,,
16007,No IV Arrogance,26,1996-11-14,1
16008,No IV Arrogance,26,1996-11-14,1
16009,No One,,,
16010,No One,,,
16011,Noa,,,
16012,NoA,28,1995-06-19,1
16013,NoA,28,1995-06-19,1
16014,Noac,,,
16015,Noah,21,2001-10-04,1
16016,Noah,21,2001-10-04,1
16017,Noah,21,2001-10-04,1
